"Anonymisation","4. SexeVerifieParLeDiplome","14. AnneeDiplomeVerifieParLeDiplome","15. ActiviteActuelle","27. EmploiLieuRegionEtranger","28. EmploiLieuPaysTerritoire","30. Option_EmploiMoisOccupation","32. EmploiContrat","35. EmploiCadre","36. EmploiTempsPleinPartiel","39. EmploiEntreprise","45. EmploiEntrepriseTaille","48. EmploiEntrepriseSecteurActivite","51. EmploiEntrepriseService","53. EmploiEntreprisePoste","54. EmploiResponsabilitesHierarchiques","55. EmploiResponsabiliteBudget","56. EmploiResponsabiliteEquipe","57. EmploiResponsabiliteProjet","61. Option_EmploiInternational","62. Option_EmploiInternationalPrecision","63. EmploiSalaireBrutAnnuelHorsPrimes","64. EmploiPrimesBrutOuiNon","65. EmploiPrimesBrutOuiMontant","66. EmploiAvantagesNatureOuiNon","67. EmploiAvantagesNatureOuiMontant","69. EmploiCommentTrouve","73. Option_EmploiMoyensRechercheEmploi","76. EmploiCritereChoix","78. EmploiAdequationNiveauQualification","79. EmploiAdequationSecteurDisciplinaire","80. EmploiSatisfaction","81. EmploiSatisfactionConditions","82. EmploiSatisfactionCollegues","83. EmploiSatisfactionRemuneration","84. EmploiSatisfactionAutonomie","85. EmploiSatisfactionLocalisation","86. EmploiChercheAutreEmploi","88. VolontariatType","89. VolontariatTypeAutre","113. TheseType","125. TheseSalaireBrutAnnuelHorsPrimes","126. ThesePrimesBrutOuiNon","127. ThesePrimesBrutOuiMontant","128. TheseAvantagesNatureOuiNon","129. TheseAvantagesNatureOuiMontant","130. TheseSalaireBrutAnnuelAvecPrimes","131. 1erEmploiDecritPrecedemment","134. 1erEmploiLapsPourTrouverApresDiplomeMois","135. Option_EcoleSatisfactionFormation","136. Option_EcoleAccompagnementProjetPro","151. Option_ScolariteCesure","152. Option_ScolariteMoisStage","153. Option_ScolariteMoisStageObligatoire","166. Tableaux_Compteur","167. Tableaux_Sexe","168. Tableaux_Promo","170. Effectifs_Promo","171. Effectifs_PromoSexe","175. Tableaux_BooleenFemmes","177. LieuTravail_FranceEtranger","178. Tableaux_BooleenCDI","190. Tableaux_Booleen1erEmploiMoinsDeuxMois","243. PROGRESSION","249. AnneeEnquete","264. Option_ScolariteFiliereFormation","265. Option_ScolariteSpecialisation","Domaine d'activite a un an","Domaine d'activite a 2 ans"
"19029","Femme",2019,"En activité professionnelle","Hauts-de-France","France (y compris DOM-COM)",NA,"CTT (Contrat de travail temporaire, mission d'intérim)","Oui","À temps plein","AKKION",NA,"Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Chargée de projet développement galénique","Non","Oui","Oui","Oui","Oui","Vous traitez des projets avec un pays étranger",56000,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Service Emploi de votre Ecole;Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Très satisfait","Très satisfait","Très satisfait","Très satisfait","Très insatisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Très satisfait(e)","Assez utile","Non","10","10","1","Femme","2019","143","100","100","France","0","100","Terminé",2021,"IPAN","Chimie-Santé",NA,"En activité professionnelle"
"19029","Femme",2019,"En activité professionnelle","Nouvelle-Aquitaine","France (y compris DOM-COM)","6","CDI","Oui","À temps plein","Unither Développement Bordeaux","De 20 à 49 salarié(e)s","Industrie pharmaceutique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)",NA,"Non","Oui","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",39000,"Oui","2000","Non",NA,"Candidature spontanée","Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Ni satisfait ni insatisfait","Très satisfait","Satisfait","Satisfait","Satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Très satisfait(e)","Peu utile","Non","10","9","1","Femme","2019","143","100","100","France","100","100","Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"19071","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","15000","Non",NA,"Non",NA,"15000",NA,NA,"Très satisfait(e)","Assez utile","Oui","13","12","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"MAT","Chimie-Matériaux-Environnement","En thèse",NA
"19071","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","15100","Non",NA,"Non",NA,"15100",NA,NA,"Très satisfait(e)","Utile","Oui","9",NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"19082","Femme",2019,"En activité professionnelle","Étranger","Suisse",NA,"Autre","Travail à l'étranger (Non concerné)","À temps plein","syngenta","De 250 à 4 999 salarié(e)s","Industrie chimique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Intern","Non","Oui","Non","Oui","Non",NA,46440,"Oui",NA,"Oui",NA,"Candidature spontanée","Réseau des anciens élèves;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","La notoriété de l'entreprise;Le lieu géographique;Le contenu de la mission / du poste proposé;Le montant du salaire proposé","Oui","Oui","Satisfait(e)","Très satisfait","Satisfait","Très satisfait","Très satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","5","Très insatisfait(e)","Très utile","Oui","15","12","1","Femme","2019","133","93","100","Étranger",NA,"0","Terminé",2020,"COF","Chimie-Santé","En activité professionnelle",NA
"19082","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","42972",NA,NA,NA,NA,"42972",NA,NA,"Très satisfait(e)","Assez utile","Oui","11","14","1","Femme","2019","143","100","100",NA,NA,NA,"En cours",2021,"COF","Chimie-Santé",NA,"En thèse"
"19330","Homme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","2196","Non",NA,"Non",NA,"2196",NA,NA,"Très satisfait(e)","Utile","Non","13","11","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"19040","Femme",2019,"En activité professionnelle","Provence-Alpes-Côte dAzur","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Naturex","De 250 à 4 999 salarié(e)s","Industrie agroalimentaire","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Application scientist","Non","Oui","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",34600,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;La politique de responsabilité sociétale de l'entreprise (RSE);Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Oui","Satisfait(e)","Très satisfait","Très satisfait","Très satisfait","Satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","1","Satisfait(e)","Assez utile","Oui","21","9","1","Femme","2019","133","93","100","France","100","100","Terminé",2020,"Autre",NA,"En activité professionnelle",NA
"19040","Femme",2019,"En activité professionnelle","Provence-Alpes-Côte dAzur","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Naturex","5 000 salarié(e)s ou plus","Industrie agroalimentaire","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Application scientist","Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",34600,"Non",NA,"Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises","L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Satisfait","Très satisfait","Satisfait","Très satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","2","Satisfait(e)","Très utile","Oui","22",NA,"1","Femme","2019","143","100","100","France","100","0","Terminé",2021,"Autre",NA,NA,"En activité professionnelle"
"19086","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","19200","Non",NA,"Non",NA,"19200",NA,NA,"Très satisfait(e)","Très utile","Non","12","12","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"COF","Chimie-Santé","En thèse",NA
"19086","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21222","Non",NA,"Non",NA,"21222",NA,NA,"Satisfait(e)","Très utile","Non","12","12","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"COF","Chimie-Santé",NA,"En thèse"
"19078","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","23880","Non",NA,"Non",NA,"23880",NA,NA,"Satisfait(e)","Assez utile","Non","12","12","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"Autre Ecole de la FGL",NA,"En thèse",NA
"19078","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","23880","Non",NA,"Non",NA,"23880",NA,NA,"Très satisfait(e)","Assez utile","Non","12","12","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"Autre",NA,NA,"En thèse"
"19078","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","23880","Non",NA,"Non",NA,"23880",NA,NA,"Satisfait(e)","Peu utile","Non","12","12","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"Autre Ecole de la FGL",NA,NA,NA
"19331","Femme",2019,"En activité professionnelle","Hauts-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Coélys","De 10 à 19 salarié(e)s","Société de conseil ou d'ingénierie, Bureaux d'études indépendants","Études - Conseil et expertise","Ingénieur études","Non","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",25080,"Oui","2090","Non",NA,"Candidature spontanée","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui",NA,"Très satisfait","Satisfait","Satisfait","Satisfait","Ni satisfait ni insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","4","Satisfait(e)","Peu utile","Non","12","11","1","Femme","2019","143","100","100","France","100","0","Terminé",2021,"DGE","Chimie-Matériaux-Environnement",NA,"En activité professionnelle"
"19331","Femme",2019,"En activité professionnelle","Hauts-de-France","France (y compris DOM-COM)","20","CDI","Oui","À temps plein","Coélys","De 10 à 19 salarié(e)s","Société de conseil ou d'ingénierie - Bureaux d'études indépendants","Études - Conseil et expertise","Ingénieur détudes","Oui","Non","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",27170,"Oui","1800","Non",NA,"Candidature spontanée","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Candidature spontanée","L'adéquation avec un projet professionnel;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Satisfait(e)","Satisfait","Satisfait","Ni satisfait ni insatisfait","Très satisfait","Insatisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","5","Satisfait(e)","Utile","Non","12","11","1","Femme","2019","143","100","100","France","100","0","Terminé",2022,"DGE","Chimie-Matériaux-Environnement",NA,NA
"19092","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse Cifre","1957","Non",NA,"Non",NA,"1957",NA,NA,"Satisfait(e)","Assez utile","Non","10","6","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"IPAN","Chimie-Santé","En thèse",NA
"19092","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","23484","Non",NA,"Non",NA,"23484",NA,NA,"Satisfait(e)","Utile","Non","12","8","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"IPAN","Chimie-Santé",NA,NA
"19011","Femme",2019,"En activité professionnelle","Occitanie","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","Université de Montpellier ICGM","De 250 à 4 999 salarié(e)s","Enseignement, recherche","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Ingénieur d'études Matériaux, procédés et instrumentation","Non","Non","Non","Oui","Non",NA,21600,"Non",NA,"Non",NA,"Autre","Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée;Autre","La politique globale de relations humaines dans l'entreprise;La politique de responsabilité sociétale de l'entreprise (RSE);Le lieu géographique;Le contenu de la mission / du poste proposé","Oui","Oui","Satisfait(e)","Très satisfait","Très satisfait","Ni satisfait ni insatisfait","Très satisfait","Très satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","4","Très satisfait(e)","Très utile","Non","36","36","1","Femme","2019","133","93","100","France","0","0","Terminé",2020,"MAT","Chimie-Matériaux-Environnement","En activité professionnelle",NA
"19011","Femme",2019,"En activité professionnelle","Occitanie","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","Université de Montpellier",NA,"Recherche-développement scientifique","Recherche-développement, études scientifiques et techniques (autre qu'informatique)","Ingénieure d'études Matériaux, procédés et instrumentation","Non","Non","Non","Oui","Non",NA,20400,"Non",NA,"Non",NA,"Sites Internet d'entreprises","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Candidature spontanée","L'adéquation avec un projet professionnel;Le lieu géographique;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui",NA,"Très satisfait","Très satisfait","Insatisfait","Très satisfait","Très satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","4","Très satisfait(e)","Peu utile","Non","36",NA,"1","Femme","2019","143","100","100","France","0","0","Terminé",2021,"MAT","Chimie-Matériaux-Environnement",NA,"En activité professionnelle"
"19011","Femme",2019,"Autres situations",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Ni satisfait(e) ni insatisfait(e)","Peu utile","Non","21",NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"19042","Homme",2019,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDD","Oui","À temps plein","BASSETTI","De 50 à 249 salarié(e)s","Société de conseil ou d'ingénierie, Bureaux d'études indépendants","Informatique industrielle et technique","Chef de projet","Non","Non","Oui","Oui","Oui","Vous traitez des projets avec un pays étranger",30000,"Oui","3000","Non",NA,"Stage de fin d'études (Année césure, année professionnalisante,...)","Réseau des anciens élèves;Stage de fin d'études (Année césure, année professionnalisante,...)",NA,"Oui","Oui","Très satisfait(e)","Satisfait","Très satisfait","Ni satisfait ni insatisfait","Très satisfait","Satisfait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Satisfait(e)","Peu utile","Non","11","11","1","Homme","2019","133","40","0","France","0","100","Terminé",2020,"MAT","Chimie-Matériaux-Environnement","En activité professionnelle",NA
"19064","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","2122260","Non",NA,"Non",NA,"2122260",NA,NA,"Satisfait(e)","Assez utile","Non","12","12","1","Homme","2019","133","40","0",NA,NA,NA,"Terminé",2020,"CBD2","Chimie-Matériaux-Environnement","En thèse",NA
"19064","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","21223","Non",NA,"Non",NA,"21223",NA,NA,"Satisfait(e)","Peu utile","Non","12","12","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2021,"CBD2","Chimie-Matériaux-Environnement",NA,"En thèse"
"19064","Homme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","1769","Non",NA,"Non",NA,"1769",NA,NA,NA,NA,NA,NA,NA,"1","Homme","2019","143","43","0",NA,NA,NA,"En cours",2022,NA,NA,NA,NA
"19051","Homme",2019,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Assez utile","Non","6","6","1","Homme","2019","133","40","0",NA,NA,NA,"Terminé",2020,"MAT","Chimie-Matériaux-Environnement","En poursuite d'études (hors thèse)",NA
"19051","Homme",2019,"En poursuite d'études (hors thèse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Assez utile","Non","6","6","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2021,"MAT","Chimie-Matériaux-Environnement",NA,"En poursuite d'études (hors thèse)"
"19051","Homme",2019,"En recherche d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Satisfait(e)","Peu utile","Non","6","6","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2022,"Erasmus (étranger)","Chimie-Matériaux-Environnement",NA,NA
"19332","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Femme","2019","143","100","100",NA,NA,NA,"En cours",2021,NA,NA,NA,"En thèse"
"19332","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","24516","Non",NA,"Non",NA,"24516",NA,NA,"Très satisfait(e)","Utile","Non","36",NA,"1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"19333","Femme",2019,"En activité professionnelle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Femme","2019","143","100","100",NA,NA,NA,"En cours",2021,NA,NA,NA,"En activité professionnelle"
"19059","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","2000","Non",NA,"Non",NA,"2000",NA,NA,"Très satisfait(e)","Très utile","Oui","20","12","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"MAT","Chimie-Matériaux-Environnement","En thèse",NA
"19059","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","25000","Non",NA,"Non",NA,"25000",NA,NA,"Satisfait(e)","Assez utile","Oui","20","12","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"MAT","Chimie-Matériaux-Environnement",NA,"En thèse"
"19080","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,"Sorbonne Universités",NA,NA,NA,NA,NA,NA,NA,NA,"Non",NA,NA,NA,NA,NA,NA,NA,"Service Emploi de votre Ecole;Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises",NA,NA,NA,NA,"Très satisfait","Très satisfait","Ni satisfait ni insatisfait","Très satisfait","Très satisfait","Oui",NA,NA,"Thèse Cifre","30000","Oui",NA,"Oui",NA,"30000",NA,NA,"Satisfait(e)","Assez utile","Non","12","12","1","Femme","2019","133","93","100",NA,NA,NA,"Terminé",2020,"MAT","Chimie-Matériaux-Environnement","En thèse",NA
"19080","Femme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","32500","Oui","120","Oui","200","32820",NA,NA,"Très satisfait(e)","Très utile","Non","12","11","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2021,"MAT","Chimie-Matériaux-Environnement",NA,"En thèse"
"19080","Femme",2019,"En thèse / PhD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Autre","35000","Oui","4000","Oui","300","39300",NA,NA,"Satisfait(e)","Utile","Non","12","11","1","Femme","2019","143","100","100",NA,NA,NA,"Terminé",2022,"MAT","Chimie-Matériaux-Environnement",NA,NA
"19087","Homme",2019,"En thèse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thèse académique","2143","Non",NA,"Non",NA,"2143",NA,NA,"Satisfait(e)","Très utile","Non","9","9","1","Homme","2019","133","40","0",NA,NA,NA,"Terminé",2020,"COF","Chimie-Santé","En thèse",NA
"19087","Homme",2019,"Sans activité volontairement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Très insatisfait(e)","Très utile","Non","10","10","1","Homme","2019","143","43","0",NA,NA,NA,"Terminé",2021,"COF","Chimie-Santé",NA,"Sans activité volontairement"
"19087","Homme",2019,"En activité professionnelle","Auvergne-Rhône-Alpes","France (y compris DOM-COM)","4","CDI","Oui","À temps plein","Abylsen","De 250 à 4 999 salarié(e)s","Société de conseil ou d'ingénierie - Bureaux d'études indépendants","Commercial(e) (dont ingénieur(e) d'affaire)","Ingénieur daffaires","Oui","Non","Oui","Oui","Non",NA,28000,"Oui","13000","Non",NA,"Site Internet spécialisé dans l'emploi","Site Internet spécialisé dans l'emploi;Site Internet spécialisé dans l'emploi;Sites Internet d'entreprises;Démarché(e) par un ""chasseur de têtes""","L'adéquation avec un projet professionnel;Les perspectives d'évolution au sein de l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise","Oui","Oui","Ni satisfait(e) ni insatisfait(e)","Ni satisfait ni insatisfait","Satisfait","Satisfait","Très satisfait","Très satisfait","Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","0","Satisfait(e)","Très utile","Non","10","10","1","Homme","2019","143","43","0","France","100","100","Terminé",2022,"COF","Chimie-Santé",NA,NA
"19041","Femme",2019,"En activité professionnelle","Île-de-France","France (y compris DOM-COM)",NA,"CDI","Oui","À temps plein","Laboratoire Allistère","Moins de 10 salarié(e)s","Industrie Chimique","Marketing","Ingénieur - chef de produit développement","Non","Oui","Non","Oui","Oui","Vous traitez des projets avec un pays étranger",34104,"Oui","1000","Oui","2000","Stage de fin d'études (Année césure, année professionnalisante,...)","Stage de fin d'études (Année césure, année professionnalisante,...)","La politique globale de relations humaines dans l'entreprise;Le contenu de la mission / du poste proposé;Le secteur d'activité de l'entreprise;Le montant du salaire proposé","Oui","Oui","Très satisfait(e)","Très satisfait","Très satisfait","Satisfait","Très satisfait","Satisfait","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","0","Très satisfait(e)","Très utile","Oui","22","12","1","Femme","2019","133","93","100","France","100","100","Terminé",2020,"IPAN","Chimie-Santé","En activité professionnelle",NA
